Date;Type;Merchant/Description;Debit/Credit;Balance;
18/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£22.85;+£202.16;
18/11/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.99;+£225.01;
17/11/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£2.19;+£229.00;
17/11/2023;CARD PAYMENT;************ **** ***** ***** ** **********;-£6.00;+£231.19;
17/11/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.00;+£237.19;
17/11/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£2.40;+£240.19;
17/11/2023;CARD PAYMENT;**** ******* ** ****** ***** ****** ** **********;-£71.65;+£242.59;
17/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.50;+£314.24;
17/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£6.00;+£315.74;
17/11/2023;CARD PAYMENT;**** ******* ** *********   ** **********;-£0.01;+£321.74;
16/11/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.00;+£321.75;
16/11/2023;PAYMENTS;**** ******* *** ****** ******* ** *** ******* ********* ***** * ******* ** **;-£100.00;+£324.75;
16/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.95;+£424.75;
16/11/2023;CARD PAYMENT;********* ******* **** ***** ***** ** **********;-£2.58;+£428.70;
15/11/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.50;+£431.28;
15/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£5.00;+£434.78;
14/11/2023;CARD PAYMENT;******** *** **** *** **** ***** ***** ** **********;-£2.00;+£439.78;
14/11/2023;CARD PAYMENT;**** ******* ** **************   ** **********;-£12.00;+£441.78;
14/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£5.25;+£453.78;
14/11/2023;PAYMENTS;**** ******* *** ****** ******* ** **** * * ******* ********* ****** * ******* ** **;-£10.00;+£459.03;
14/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£33.64;+£469.03;
14/11/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£1.15;+£502.67;
14/11/2023;PAYMENTS;******** ***** *** ****** ******* ** ******** ******* ********* ******* * ******* ** ****;-£3.00;+£503.82;
14/11/2023;PAYMENTS;**** ******* *** ****** ******* ** ** *** ***** ********* ***** *** *** * ******* ** **;-£3.00;+£506.82;
14/11/2023;CREDIT IN;**** **** ****** *** *** ******* ****** ******************;+£500.00;+£509.82;
13/11/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£6.60;+£9.82;
12/11/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.00;+£16.42;
12/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£1.10;+£19.42;
12/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£2.70;+£20.52;
12/11/2023;CARD PAYMENT;******* **** ***** ***** ** **********;-£2.00;+£23.22;
11/11/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£5.49;+£25.22;
11/11/2023;CARD PAYMENT;*** * ********* ****** **** ***** ***** ** **********;-£3.50;+£30.71;
11/11/2023;CARD PAYMENT;******* *** **** ***** ***** ** **********;-£1.00;+£34.21;
11/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£13.50;+£35.21;
11/11/2023;CARD PAYMENT;****** **** **** **** ***** ***** ** **********;-£11.52;+£48.71;
11/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£34.11;+£60.23;
11/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£0.30;+£94.34;
11/11/2023;CARD PAYMENT;****** ****** **** ***** ***** ** **********;-£3.70;+£94.64;
10/11/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£7.60;+£98.34;
10/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£0.95;+£105.94;
10/11/2023;CREDIT IN;**** **** ****** *** ***** ***********;+£46.90;+£106.89;
09/11/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£5.16;+£59.99;
09/11/2023;CARD PAYMENT;************ **** ***** ***** ** **********;-£11.00;+£65.15;
09/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£30.99;+£76.15;
08/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£7.90;+£107.14;
08/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£115.04;
08/11/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.99;+£119.04;
07/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£1.65;+£123.03;
07/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.40;+£124.68;
06/11/2023;FAST PAYMENT;****** ******** ******* ************ **** ****** *******;+£60.00;+£128.08;
06/11/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.50;+£68.08;
06/11/2023;CARD PAYMENT;**** ******* ** ******************   ** **********;-£6.49;+£71.58;
06/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£36.03;+£78.07;
05/11/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£2.83;+£114.10;
05/11/2023;CARD PAYMENT;**** **** **** ***** ***** ** **********;-£8.75;+£116.93;
05/11/2023;FAST PAYMENT;****** ******** ******* ******** ******** **** ******** *;+£18.00;+£125.68;
05/11/2023;PAYMENTS;**** ******* *** ****** ******* ** ** *** ***** ********* *** * ******* ** **;-£7.00;+£107.68;
04/11/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£1.20;+£114.68;
04/11/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£10.82;+£115.88;
04/11/2023;CARD PAYMENT;****** * ******** **** ***** ***** ** **********;-£8.95;+£126.70;
04/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£1.65;+£135.65;
04/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£137.30;
04/11/2023;CARD PAYMENT;******* **** ***** ***** ** **********;-£30.00;+£141.30;
03/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£4.90;+£171.30;
03/11/2023;CARD PAYMENT;********* ****** *** **** ***** ***** ** **********;-£4.79;+£176.20;
03/11/2023;CREDIT IN;**** **** ****** *** ***** ***********;+£46.90;+£180.99;
02/11/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£2.40;+£134.09;
02/11/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£1.74;+£136.49;
02/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£34.43;+£138.23;
01/11/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£14.19;+£172.66;
01/11/2023;CARD PAYMENT;******* *** *** ****** **** ***** ***** ** **********;-£9.65;+£186.85;
01/11/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£196.50;
01/11/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£17.70;+£200.50;
01/11/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.99;+£218.20;
01/11/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£2.84;+£222.19;
31/10/2023;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£3.50;+£225.03;
31/10/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£2.90;+£228.53;
31/10/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£231.43;
31/10/2023;CARD PAYMENT;**** *** ******** **** ***** ***** ** **********;-£3.39;+£235.43;
31/10/2023;FAST PAYMENT;****** ******** ******* ********* ****** ***** **** *** *****;+£9.65;+£238.82;
31/10/2023;PAYMENTS;**** ******* *** ****** ******* ** *** ******* ********* ***** * ******* ** **;-£400.00;+£229.17;
31/10/2023;CARD PAYMENT;**** ******* ** ************   ** **********;-£16.99;+£629.17;
31/10/2023;CREDIT IN;**** **** ****** *** ******** ******** **********;+£480.87;+£646.16;
31/10/2023;FAST PAYMENT;****** ******** ******* ************ **** ****** *******;+£130.00;+£165.29;
31/10/2023;PAYMENTS;**** ******* *** ****** ******* ** *** ******* ********* ***** * ******* ** **;-£130.00;+£35.29;
30/10/2023;FAST PAYMENT;****** ******** ******* ************ **** ****** *******;+£45.00;+£165.29;
30/10/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£4.00;+£120.29;
30/10/2023;DELIVERY OF DOCUMENTS FOR THIRD PERSON C;****** **** ** ** ****** *****;+£133.33;+£124.29;
30/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£7.50;-£9.04;
30/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.00;-£1.54;
29/10/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£29.96;+£1.46;
29/10/2023;CARD PAYMENT;**** *** ******** **** ***** ***** ** **********;-£5.76;+£31.42;
28/10/2023;CARD PAYMENT;********* **** **** ***** ***** ** **********;-£14.95;+£37.18;
28/10/2023;CARD PAYMENT;**** ******* ** ****** ******* *** ***   ** **********;-£2.50;+£52.13;
28/10/2023;CARD PAYMENT;***** **** ***** ***** ** **********;-£14.50;+£54.63;
28/10/2023;CARD PAYMENT;**** ******* ** **********************   ** **********;-£6.40;+£69.13;
28/10/2023;FAST PAYMENT;****** ******** ******* ************ **** ****** *******;+£10.00;+£75.53;
27/10/2023;PAYMENTS;**** ******* *** ****** ******* ** **** ******** * ********* ****** * ******* ** **;-£9.00;+£65.53;
27/10/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£74.53;
27/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£13.10;+£78.53;
27/10/2023;CARD PAYMENT;**** ******* ** ****** ***************   ** **********;-£4.49;+£91.63;
27/10/2023;CREDIT IN;**** **** ****** *** ***** ***********;+£46.90;+£96.12;
26/10/2023;CARD PAYMENT;**** ******* ** ************   ** **********;-£28.73;+£49.22;
26/10/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.00;+£77.95;
26/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£5.50;+£80.95;
25/10/2023;FAST PAYMENT;****** ******** ******* ************* ******* **** ******** *;+£28.00;+£86.45;
25/10/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£8.00;+£58.45;
25/10/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£2.40;+£66.45;
25/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£42.79;+£68.85;
25/10/2023;CARD PAYMENT;** *** **** ***** ***** ** **********;-£15.00;+£111.64;
25/10/2023;CARD PAYMENT;**** ******* ** ************   ** **********;-£39.88;+£126.64;
24/10/2023;FAST PAYMENT;****** ******** ******* ************ **** ****** *******;+£170.00;+£166.52;
24/10/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;-£3.48;
24/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£15.00;+£0.52;
24/10/2023;CARD PAYMENT;******* **** ***** ***** ** **********;-£6.90;+£15.52;
24/10/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£1.89;+£22.42;
23/10/2023;FAST PAYMENT;****** ******** ******* ************ **** ****** *******;+£120.00;+£24.31;
23/10/2023;CARD PAYMENT;**** ******* ** ********* **   ** **********;-£25.85;-£95.69;
23/10/2023;CARD PAYMENT;******** *** **** *** **** ***** ***** ** **********;-£1.70;-£69.84;
23/10/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£4.28;-£68.14;
23/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£0.55;-£63.86;
23/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£26.92;-£63.31;
22/10/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£171.50;-£36.39;
22/10/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£11.67;+£135.11;
22/10/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£1.20;+£146.78;
22/10/2023;FAST PAYMENT;****** ******** ******* ******** ******** **** ******** *;+£47.00;+£147.98;
22/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.00;+£100.98;
22/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.75;+£101.98;
22/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£16.85;+£105.73;
22/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£4.15;+£122.58;
22/10/2023;PAYMENTS;**** ******* *** ****** ******* ** ** **** ******* ********* ** ** *** * *** * ******* **;-£600.00;+£126.73;
22/10/2023;FAST PAYMENT;****** ******** ******* ******** *** ***** *** **** ******** *;+£707.00;+£726.73;
21/10/2023;CARD PAYMENT;********** **** ***** ***** ** **********;-£7.15;+£19.73;
21/10/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.50;+£26.88;
21/10/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£5.50;+£30.38;
21/10/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.99;+£35.88;
20/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.75;+£39.87;
20/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£21.53;+£43.62;
19/10/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.50;+£65.15;
19/10/2023;CARD PAYMENT;******** ******** **** ***** ***** ** **********;-£8.70;+£68.65;
19/10/2023;CARD PAYMENT;**** **** ***** ***** ** **********;-£3.20;+£77.35;
19/10/2023;CARD PAYMENT;**** **** ***** ***** ** **********;-£7.80;+£80.55;
19/10/2023;CARD PAYMENT;**** **** ***** ***** ** **********;-£9.20;+£88.35;
19/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.75;+£97.55;
18/10/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£3.79;+£99.30;
18/10/2023;CREDIT IN;****** **** ****************** ** **********;+£200.44;+£103.09;
18/10/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.99;-£97.35;
17/10/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£1.20;-£93.36;
17/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£35.03;-£92.16;
17/10/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.99;-£57.13;
16/10/2023;CASH WDL;CASH WITHDRAWAL AT Sainsburys Bank ATM Sainsburys Bank, HOVE,40.00 GBP , ON 16-10-2023;-£40.00;-£53.14;
16/10/2023;FAST PAYMENT;****** ******** ******* ******** **** ******** *;+£20.00;-£13.14;
16/10/2023;CARD PAYMENT;************ ***** *** **** ***** ***** ** **********;-£1.00;-£33.14;
16/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.40;-£32.14;
16/10/2023;CARD PAYMENT;**** ******* ** ****** ***** ****** ** **********;-£71.65;-£28.74;
16/10/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£17.50;+£42.91;
16/10/2023;PAYMENTS;******** ***** *** ****** ******* ** ******** ******* ********* ******* * ******* ** ****;-£3.00;+£60.41;
16/10/2023;DD;DIRECT DEBIT PAYMENT TO OCTOPUS ENERGY REF A-B**E*BCD-***, MANDATE NO ****;-£107.63;+£63.41;
15/10/2023;CARD PAYMENT;**** ******* ** **************   ** **********;-£12.00;+£171.04;
15/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£10.90;+£183.04;
15/10/2023;CARD PAYMENT;**** ******* ** ********* ***   ** **********;-£9.50;+£193.94;
14/10/2023;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£3.50;+£203.44;
14/10/2023;CARD PAYMENT;**** ******* ** ************   ** **********;-£23.99;+£206.94;
14/10/2023;CARD PAYMENT;** **** **** **** ***** ***** ** **********;-£3.54;+£230.93;
13/10/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£1.00;+£234.47;
13/10/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.99;+£235.47;
13/10/2023;CREDIT IN;**** **** ****** *** ******* *********** ***********;+£77.19;+£239.46;
12/10/2023;PAYMENTS;**** ******* *** ****** ******* ** **** ******** * ********* **** * ******* ** **;-£2.00;+£162.27;
12/10/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£1.55;+£164.27;
12/10/2023;CARD PAYMENT;********* ****** *** **** ***** ***** ** **********;-£5.99;+£165.82;
12/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.70;+£171.81;
11/10/2023;CARD PAYMENT;*** ******* ******* **** ***** ***** ** **********;-£1.20;+£173.51;
11/10/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£174.71;
11/10/2023;PAYMENTS;**** ******* *** ****** ******* ** **** ******** * ********* **** * ******* ** **;-£24.00;+£178.71;
10/10/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£13.05;+£202.71;
10/10/2023;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£215.76;
10/10/2023;PAYMENTS;**** ******* *** ****** ******* ** **** * * ******* ********* ****** * ******* ** **;-£4.00;+£219.76;
10/10/2023;PAYMENTS;**** ******* *** ****** ******* ** ** **** ******* ********* ** ** *** * *** * ******* **;-£600.00;+£223.76;
10/10/2023;FAST PAYMENT;****** ******** ******* ******** **** **** ******** *;+£600.00;+£823.76;
09/10/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£1.20;+£223.76;
09/10/2023;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£4.25;+£224.96;
09/10/2023;CARD PAYMENT;**** ******* ** **********************   ** **********;-£2.90;+£229.21;
09/10/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£17.50;+£232.11;
09/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.40;+£249.61;
08/10/2023;PAYMENTS;**** ******* *** ****** ******* ** ** *** ***** ********* ******* * ******* ** **;-£28.00;+£253.01;
08/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£13.65;+£281.01;
07/10/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£52.07;+£294.66;
07/10/2023;CARD PAYMENT;* * *********** *** **** ***** ***** ** **********;-£10.37;+£346.73;
07/10/2023;CARD PAYMENT;* * *********** *** **** ***** ***** ** **********;-£7.61;+£357.10;
07/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.55;+£364.71;
07/10/2023;CARD PAYMENT;**** ******* ** ************   ** **********;-£46.76;+£368.26;
06/10/2023;PAYMENTS;**** ******* *** ****** ******* ** **** ****** **** ********* **** ******* * ******* ** **;-£407.00;+£415.02;
06/10/2023;TRANSFER OUT;**** ******* ** ******* ******** ********* **** *******;-£407.00;+£822.02;
06/10/2023;CARD PAYMENT;************* * **** * **** ***** ***** ** **********;-£23.13;+£1229.02;
06/10/2023;CARD PAYMENT;***** ******* ******* **** ***** ***** ** **********;-£13.90;+£1252.15;
06/10/2023;FAST PAYMENT;****** ******** ******* ******** ******** **** ******** *;+£26.00;+£1266.05;
06/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.40;+£1240.05;
06/10/2023;CARD PAYMENT;**** ******* ** ******** ***** *******   ** **********;-£4.22;+£1243.45;
06/10/2023;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.99;+£1247.67;
05/10/2023;PAYMENTS;**** ******* *** ****** ******* ** ** *** ***** ********* *** **** * ******* ** **;-£15.00;+£1251.66;
05/10/2023;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£3.50;+£1266.66;
05/10/2023;PAYMENTS;**** ******* *** ****** ******* ** ** **** ******* ********* ** ** *** * * ** * * *******;-£2400.00;+£1270.16;
05/10/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£7.75;+£3670.16;
05/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.75;+£3677.91;
04/10/2023;CARD PAYMENT;* * *********** *** **** ***** ***** ** **********;-£14.35;+£3679.66;
04/10/2023;CARD PAYMENT;* * *********** *** **** ***** ***** ** **********;-£5.28;+£3694.01;
03/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.95;+£3699.29;
03/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£2.30;+£3701.24;
03/10/2023;CARD PAYMENT;****** ****** **** ***** ***** ** **********;-£4.50;+£3703.54;
03/10/2023;CARD PAYMENT;******* **** ***** ***** ** **********;-£20.50;+£3708.04;
02/10/2023;PAYMENTS;**** ******* *** ****** ******* ** *** ******* ********* **** ******* * ******* ** **;-£513.84;+£3728.54;
02/10/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£14.55;+£4242.38;
02/10/2023;PAYMENTS;**** ******* *** ****** ******* ** ** ****** ****** ********* **** ******* * ******* ** **;-£513.84;+£4256.93;
02/10/2023;PAYMENTS;**** ******* *** ****** ******* ** *** ******* ********* ******** * ******* ** **;-£713.88;+£4770.77;
02/10/2023;PAYMENTS;**** ******* *** ****** ******* ** **** * * ******* ********* **** ******* * ******* ** **;-£513.84;+£5484.65;
02/10/2023;PAYMENTS;**** ******* *** ****** ******* ** ****** ******* ********* **** ******* * ******* ** **;-£513.84;+£5998.49;
02/10/2023;PAYMENTS;**** ******* *** ****** ******* ** ****** ********* ********* * ****** **** * ******* ** *;-£6750.00;+£6512.33;
02/10/2023;CARD PAYMENT;****** **** ***** **** ***** ***** ** **********;-£5.98;+£13262.33;
02/10/2023;CARD PAYMENT;**** ****** *** **** **** ***** ***** ** **********;-£22.00;+£13268.31;
02/10/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£17.50;+£13290.31;
02/10/2023;CREDIT IN;**** **** ****** *** ** ****** ******** *************** **;+£6750.00;+£13307.81;
02/10/2023;CREDIT IN;**** **** ****** *** *** ************** ***********;+£3113.88;+£6557.81;
01/10/2023;FAST PAYMENT;****** ******** ******* ****** ** *** **** **** ****** ******;+£2869.00;+£3443.93;
01/10/2023;PAYMENTS;**** ******* *** ****** ******* ** **** * * ******* ********* ******** * ******* ** **;-£32.00;+£574.93;
01/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£17.25;+£606.93;
01/10/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£3.40;+£624.18;
30/09/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£3.85;+£627.58;
30/09/2023;CARD PAYMENT;**** ********* **** **** ***** ***** ** **********;-£3.99;+£631.43;
30/09/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£12.00;+£635.42;
29/09/2023;CARD PAYMENT;***** * *** *** **** ***** ***** ** **********;-£4.79;+£647.42;
29/09/2023;CARD PAYMENT;***** * *** *** **** ***** ***** ** **********;-£12.78;+£652.21;
29/09/2023;CARD PAYMENT;***** * *** **** ***** ***** ** **********;-£10.00;+£664.99;
29/09/2023;CARD PAYMENT;***** ******* *** **** ***** ***** ** **********;-£12.50;+£674.99;
29/09/2023;CREDIT IN;**** **** ****** *** ******** ******** **********;+£540.38;+£687.49;
29/09/2023;CREDIT IN;**** **** ****** *** ******* *********** ***********;+£269.05;+£147.11;
28/09/2023;CARD PAYMENT;***** ******** *** **** ***** ***** ** **********;-£1.35;-£121.94;
28/09/2023;CARD PAYMENT;** ********* ******* **** ***** ***** ** **********;-£7.97;-£120.59;
27/09/2023;CARD PAYMENT;***** * *** *** **** ***** ***** ** **********;-£0.80;-£112.62;
27/09/2023;CARD PAYMENT;********** **** ***** ***** ** **********;-£1.00;-£111.82;
27/09/2023;CARD PAYMENT;**** ******* ** ****** ***************   ** **********;-£4.49;-£110.82;
26/09/2023;CARD PAYMENT;***** * *** *** **** ***** ***** ** **********;-£17.24;-£106.33;
26/09/2023;CARD PAYMENT;******* ********** *** **** ***** ***** ** **********;-£1.95;-£89.09;
26/09/2023;CARD PAYMENT;**** ******* ** ****** **********   ** **********;-£29.99;-£87.14;
25/09/2023;CREDIT IN;**** ******* **** ** **** ******* ******** ********* ******** ****;+£300.00;-£57.15;
25/09/2023;CARD PAYMENT;********** **** ***** ***** ** **********;-£0.93;-£357.15;
25/09/2023;CARD PAYMENT;****** **** **** ***** ***** ** **********;-£5.00;-£356.22;
25/09/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£7.10;-£351.22;
25/09/2023;CARD PAYMENT;***** ****** **** ***** ***** ** **********;-£2.45;-£344.12;
25/09/2023;DD;DIRECT DEBIT PAYMENT TO OCTOPUS ENERGY REF A-B**E*BCD-***, MANDATE NO ****;-£107.63;-£341.67;
24/09/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£5.79;-£234.04;
24/09/2023;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£4.75;-£228.25;
24/09/2023;CARD PAYMENT;***** **** * ****** ** **** ***** ***** ** **********;-£2.99;-£223.50;
23/09/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£6.80;-£220.51;
22/09/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£3.85;-£213.71;
22/09/2023;CARD PAYMENT;***** ***** ****** **** ***** ***** ** **********;-£3.50;-£209.86;
22/09/2023;CARD PAYMENT;********* ****** *** **** ***** ***** ** **********;-£4.33;-£206.36;
22/09/2023;CARD PAYMENT;*** * *** **** ***** ***** ** **********;-£2.29;-£202.03;
22/09/2023;CARD PAYMENT;************ *** **** ***** ***** ** **********;-£1.50;-£199.74;
22/09/2023;CARD PAYMENT;******* **** ***** ***** ** **********;-£26.00;-£198.24;
21/09/2023;CARD PAYMENT;**** ******* ** ************   ** **********;-£36.99;-£172.24;
21/09/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£1.85;-£135.25;
21/09/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£3.85;-£133.40;
20/09/2023;PAYMENTS;**** ******* *** ****** ******* ** **** * * ******* ********* ******** * ******* ** **;-£27.00;-£129.55;
20/09/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£4.70;-£102.55;
20/09/2023;CARD PAYMENT;***** ****** **** **** ***** ***** ** **********;-£10.90;-£97.85;
19/09/2023;FAST PAYMENT;****** ******** ******* ******** ******* **** * *******;+£100.00;-£86.95;
19/09/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£3.85;-£186.95;
19/09/2023;CARD PAYMENT;********* **** ***** ***** ** **********;-£14.20;-£183.10;
19/09/2023;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£9.79;-£168.90;
19/09/2023;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£5.50;-£159.11;
19/09/2023;CARD PAYMENT;**** ******* ** **********************   ** **********;-£6.40;-£153.61;
19/09/2023;CARD PAYMENT;**** ******* ** ****** ***** ****** ** **********;-£69.75;-£147.21;
18/09/2023;CARD PAYMENT;****** **** **** ***** ***** ** **********;-£5.00;-£77.46;
