Date;Type;Merchant/Description;Debit/Credit;Balance;
15/01/2023;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£3.50;+£2785.93;
15/01/2023;CARD PAYMENT;**** ***** **** ***** ***** ** **********;-£18.70;+£2789.43;
14/01/2023;CARD PAYMENT;***** *** **** ***** ***** ** **********;-£12.32;+£2808.13;
14/01/2023;CARD PAYMENT;************ * ***** * **** ***** ***** ** **********;-£20.00;+£2820.45;
14/01/2023;CARD PAYMENT;***** *** **** ***** ***** ** **********;-£5.70;+£2840.45;
14/01/2023;CARD PAYMENT;***** *** **** ***** ***** ** **********;-£7.50;+£2846.15;
14/01/2023;CARD PAYMENT;***** *** **** ***** ***** ** **********;-£5.70;+£2853.65;
14/01/2023;CARD PAYMENT;***** *** **** ***** ***** ** **********;-£7.50;+£2859.35;
14/01/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£3.60;+£2866.85;
11/01/2023;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£40.05;+£2870.45;
11/01/2023;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£41.89;+£2910.50;
10/01/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£7.97;+£2952.39;
10/01/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£2.40;+£2960.36;
09/01/2023;CARD PAYMENT;************* * **** * **** ***** ***** ** **********;-£25.30;+£2962.76;
09/01/2023;CARD PAYMENT;*** ***** **** *** *** **** ***** ***** ** **********;-£4.00;+£2988.06;
09/01/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£3.60;+£2992.06;
08/01/2023;CARD PAYMENT;******* **** ***** ***** ** **********;-£6.50;+£2995.66;
07/01/2023;CARD PAYMENT;**** ******* ** ******** *** **** ***   ** **********;-£2.00;+£3002.16;
07/01/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£52.59;+£3004.16;
07/01/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£10.60;+£3056.75;
06/01/2023;FAST PAYMENT;****** ******** ******* ******** **** ******** *;+£25.50;+£3067.35;
06/01/2023;CARD PAYMENT;****** ****** **** ***** ***** ** **********;-£6.70;+£3041.85;
06/01/2023;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£1.99;+£3048.55;
06/01/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£3.60;+£3050.54;
05/01/2023;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£1.20;+£3054.14;
05/01/2023;CARD PAYMENT;**** ******* ** **********************   ** **********;-£6.25;+£3055.34;
05/01/2023;CARD PAYMENT;******** * **** ***** **** ***** ***** ** **********;-£3.60;+£3061.59;
03/01/2023;CARD PAYMENT;**** ****** **** **** ***** ***** ** **********;-£20.00;+£3065.19;
03/01/2023;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£4.45;+£3085.19;
03/01/2023;DD;DIRECT DEBIT PAYMENT TO UNIHOMES REF *XVQBDR, MANDATE NO ****;-£89.16;+£3089.64;
03/01/2023;CREDIT IN;**** **** ****** *** *** ************** ***********;+£3032.70;+£3178.80;
02/01/2023;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£20.00;+£146.10;
02/01/2023;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£3.78;+£126.10;
01/01/2023;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£6.68;+£129.88;
31/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£2.58;+£136.56;
30/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£750.00;+£139.14;
30/12/2022;PAYMENTS;**** ******* *** ****** ******* ** ** *** ***** ********* *** ******** * ******* ** **;-£20.00;-£610.86;
29/12/2022;CARD PAYMENT;**** ******* ** ************ *** *****   ** **********;-£6.00;-£590.86;
29/12/2022;CARD PAYMENT;**** ****** **** **** ***** ***** ** **********;-£25.00;-£584.86;
29/12/2022;CARD PAYMENT;****** ******* **** ***** ***** ** **********;-£2.79;-£559.86;
28/12/2022;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£45.38;-£557.07;
28/12/2022;CARD PAYMENT;**** ******* ** ******************   ** **********;-£27.99;-£511.69;
28/12/2022;PAYMENTS;******** ***** *** ****** ******* ** **** ****** *** ********* **** ******* * ******* ** *;-£550.00;-£483.70;
27/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£9.88;+£66.30;
27/12/2022;CARD PAYMENT;**** ******* ** ****** ***************   ** **********;-£4.49;+£76.18;
25/12/2022;CARD PAYMENT;********* **** ***** ***** ** **********;-£6.29;+£80.67;
25/12/2022;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£94.50;+£86.96;
25/12/2022;CARD PAYMENT;*** *** *** **** ***** ***** ** **********;-£5.10;+£181.46;
24/12/2022;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£30.00;+£186.56;
24/12/2022;CARD PAYMENT;*** **** **** ***** ***** ** **********;-£3.05;+£216.56;
24/12/2022;FAST PAYMENT;****** ******** ******* ******** ******* **** * *******;+£20.00;+£219.61;
24/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£100.00;+£199.61;
24/12/2022;CARD PAYMENT;***************** **** ***** ***** ** **********;-£6.34;+£99.61;
24/12/2022;CARD PAYMENT;************ ***** **** ***** ***** ** **********;-£10.95;+£105.95;
23/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£100.00;+£116.90;
23/12/2022;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£16.50;+£16.90;
23/12/2022;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£2.30;+£33.40;
23/12/2022;ATM CASH IN;**** **** ** ** *** ****** ***** ******* *****;+£40.00;+£35.70;
21/12/2022;CARD PAYMENT;****** ******** ****** **** ***** ***** ** **********;-£4.00;-£4.30;
21/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£5.18;-£0.30;
21/12/2022;CARD PAYMENT;**** ******* ** ******************   ** **********;-£24.99;+£4.88;
21/12/2022;CARD PAYMENT;**** ****** **** ***** ***** ** **********;-£59.99;+£29.87;
21/12/2022;TRANSFER OUT;**** ******* ** ****** ****** ********* ******;-£28.00;+£89.86;
21/12/2022;CREDIT IN;**** ******* **** ** ****** ****** ******** ******* ********* **** ***;+£0.10;+£117.86;
20/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£100.00;+£117.76;
20/12/2022;CARD PAYMENT;********* **** ***** ***** ** **********;-£7.36;+£17.76;
20/12/2022;CARD PAYMENT;**** ******* ** *** ****** **   ** **********;-£5.00;+£25.12;
20/12/2022;CARD PAYMENT;*************** ****** **** ***** ***** ** **********;-£6.00;+£30.12;
20/12/2022;CARD PAYMENT;** ***** **** ***** ***** ** **********;-£3.88;+£36.12;
20/12/2022;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£4.75;+£40.00;
20/12/2022;CARD PAYMENT;**** ******* ** **************   ** **********;-£12.00;+£44.75;
20/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£1.99;+£56.75;
20/12/2022;CARD PAYMENT;******** ***** **** ***** ***** ** **********;-£4.00;+£58.74;
19/12/2022;CARD PAYMENT;** ***** ******* ***** **** ***** ***** ** **********;-£18.05;+£62.74;
19/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£5.08;+£80.79;
19/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£8.00;+£85.87;
19/12/2022;CARD PAYMENT;**** ******* ** ****** ************   ** **********;-£544.98;+£93.87;
19/12/2022;CARD PAYMENT;**** ***** ******** **** ***** ***** ** **********;-£32.97;+£638.85;
18/12/2022;CARD PAYMENT;************* ***** **** ***** ***** ** **********;-£11.05;+£671.82;
18/12/2022;CARD PAYMENT;******** ****** **** ***** ***** ** **********;-£17.00;+£682.87;
18/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£544.00;+£699.87;
17/12/2022;CARD PAYMENT;************ ***** * **** ***** ***** ** **********;-£11.95;+£155.87;
17/12/2022;CARD PAYMENT;***** ***** **** ***** ***** ** **********;-£15.98;+£167.82;
17/12/2022;CARD PAYMENT;***** ***** **** ***** ***** ** **********;-£6.00;+£183.80;
17/12/2022;CARD PAYMENT;***** **** ***** **** ***** ***** ** **********;-£30.93;+£189.80;
16/12/2022;PAYMENTS;**** ******* *** ****** ******* ** *** ******* ********* ******** * ******* ** **;-£300.00;+£220.73;
16/12/2022;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£59.92;+£520.73;
16/12/2022;CREDIT IN;**** **** ****** *** ******** ******** **********;+£527.96;+£580.65;
15/12/2022;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£10.42;+£52.69;
15/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£1.49;+£63.11;
14/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£150.00;+£64.60;
14/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£2.49;-£85.40;
14/12/2022;PAYMENTS;******** ***** *** ****** ******* ** ******** ******* ********* ******* * ******* ** ****;-£3.00;-£82.91;
13/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£7.99;-£79.91;
12/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£2.19;-£71.92;
12/12/2022;CARD PAYMENT;***** ****** ********* **** ***** ***** ** **********;-£10.20;-£69.73;
11/12/2022;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£32.26;-£59.53;
11/12/2022;CARD PAYMENT;**** ******* **** ***** ***** ** **********;-£6.78;-£27.27;
11/12/2022;CARD PAYMENT;***** ****** **** ***** ***** ** **********;-£15.00;-£20.49;
11/12/2022;CARD PAYMENT;************** **** ***** ***** ** **********;-£13.99;-£5.49;
11/12/2022;CARD PAYMENT;***** **** ***** **** ***** ***** ** **********;-£5.99;+£8.50;
11/12/2022;CARD PAYMENT;******* ******** **** ***** ***** ** **********;-£25.00;+£14.49;
10/12/2022;CARD PAYMENT;********* **** ***** ***** ** **********;-£5.36;+£39.49;
10/12/2022;CARD PAYMENT;****** ******* *** **** ***** ***** ** **********;-£5.80;+£44.85;
10/12/2022;CARD PAYMENT;** ** ***** **** **** ***** ***** ** **********;-£5.75;+£50.65;
10/12/2022;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£15.49;+£56.40;
10/12/2022;CARD PAYMENT;********** **** ***** ***** ** **********;-£5.80;+£71.89;
10/12/2022;CARD PAYMENT;********** **** ***** ***** ** **********;-£5.80;+£77.69;
10/12/2022;CARD PAYMENT;********** **** ***** ***** ** **********;-£5.80;+£83.49;
09/12/2022;CARD PAYMENT;********** ****** **** ***** ***** ** **********;-£3.50;+£89.29;
09/12/2022;CARD PAYMENT;**** ******* ** ****** ******   ** **********;-£2.00;+£92.79;
09/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£140.00;+£94.79;
09/12/2022;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£1.45;-£45.21;
08/12/2022;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£3.99;-£43.76;
08/12/2022;CARD PAYMENT;****** ******** *** **** ***** ***** ** **********;-£3.00;-£39.77;
08/12/2022;CARD PAYMENT;************ **** **** **** ***** ***** ** **********;-£3.30;-£36.77;
08/12/2022;CARD PAYMENT;****** ******* **** ***** ***** ** **********;-£2.30;-£33.47;
08/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£5.00;-£31.17;
07/12/2022;CARD PAYMENT;**** ****** **** **** ***** ***** ** **********;-£21.00;-£26.17;
07/12/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£0.50;-£5.17;
07/12/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£0.50;-£4.67;
07/12/2022;CARD PAYMENT;**** ********** **** ***** ***** ** **********;-£54.09;-£4.17;
07/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£1.25;+£49.92;
07/12/2022;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£4.99;+£51.17;
07/12/2022;FAST PAYMENT;****** ******** ******* ******** **** ******** *;+£27.00;+£56.16;
06/12/2022;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£5.95;+£29.16;
06/12/2022;CARD PAYMENT;**** ******* ** ****************   ** **********;-£2.00;+£35.11;
06/12/2022;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£6.90;+£37.11;
05/12/2022;CARD PAYMENT;**** ******* ** ****** ******   ** **********;-£2.00;+£44.01;
05/12/2022;CARD PAYMENT;****** ************* * **** ***** ***** ** **********;-£1.00;+£46.01;
04/12/2022;CARD PAYMENT;********* **** ***** ***** ** **********;-£2.99;+£47.01;
04/12/2022;CARD PAYMENT;****** ****** **** ***** ***** ** **********;-£3.70;+£50.00;
03/12/2022;PAYMENTS;**** ******* *** ****** ******* ** **** ******** * ********* ****** ***** * ******* ** **;-£25.00;+£53.70;
03/12/2022;CARD PAYMENT;*** *** ******* **** ***** ***** ** **********;-£2.25;+£78.70;
03/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£15.00;+£80.95;
03/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£70.00;+£65.95;
03/12/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;-£4.05;
03/12/2022;PAYMENTS;**** ******* *** ****** ******* ** **** ***** * *** ********* ****** ********** * *******;-£15.00;-£0.05;
02/12/2022;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£6.85;+£14.95;
02/12/2022;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£4.90;+£21.80;
01/12/2022;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£34.33;+£26.70;
01/12/2022;CARD PAYMENT;*********** ******** * **** ***** ***** ** **********;-£9.00;+£61.03;
01/12/2022;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£1.15;+£70.03;
01/12/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£120.00;+£71.18;
01/12/2022;CARD PAYMENT;******** ***** **** ***** ***** ** **********;-£3.00;-£48.82;
01/12/2022;CARD PAYMENT;**** ******* **** ***** ***** ** **********;-£0.99;-£45.82;
01/12/2022;DD;DIRECT DEBIT PAYMENT TO UNIHOMES REF *XVQBDR, MANDATE NO ****;-£89.16;-£44.83;
30/11/2022;PAYMENTS;**** ******* *** ****** ******* ** *** ******* ********* ******** * ******* ** **;-£548.00;+£44.33;
30/11/2022;CARD PAYMENT;****** **** * **** *** **** ***** ***** ** **********;-£11.25;+£592.33;
30/11/2022;CARD PAYMENT;**** ******* ** **********************   ** **********;-£14.79;+£603.58;
30/11/2022;CREDIT IN;**** **** ****** *** ******** ******** **********;+£548.90;+£618.37;
29/11/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£69.47;
29/11/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£1.00;+£73.47;
28/11/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£758.00;+£74.47;
28/11/2022;PAYMENTS;******** ***** *** ****** ******* ** **** ****** *** ********* **** ******* * ******* ** *;-£550.00;-£683.53;
27/11/2022;CARD PAYMENT;**** ******* ** *** ********   ** **********;-£3.90;-£133.53;
27/11/2022;CARD PAYMENT;************** **** ***** ***** ** **********;-£6.99;-£129.63;
27/11/2022;CARD PAYMENT;**** ******* ** ****** ***************   ** **********;-£4.49;-£122.64;
27/11/2022;CARD PAYMENT;******* **** ***** ***** ** **********;-£30.00;-£118.15;
26/11/2022;CARD PAYMENT;***** ***** **** ***** ***** ** **********;-£6.99;-£88.15;
26/11/2022;CARD PAYMENT;***** *** **** ***** ***** ** **********;-£7.50;-£81.16;
26/11/2022;CARD PAYMENT;***** ******** **** ***** ***** ** **********;-£70.50;-£73.66;
25/11/2022;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£20.19;-£3.16;
25/11/2022;FAST PAYMENT;****** ******** ******* ******** **** * *******;+£25.00;+£17.03;
25/11/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£1.15;-£7.97;
23/11/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;-£6.82;
23/11/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£1.00;-£2.82;
23/11/2022;CARD PAYMENT;**** ******* ** ****** ******   ** **********;-£2.00;-£1.82;
23/11/2022;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.49;+£0.18;
23/11/2022;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£1.45;+£3.67;
22/11/2022;CARD PAYMENT;**** ****** *** **** ***** ***** ** **********;-£48.36;+£5.12;
22/11/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£0.50;+£53.48;
22/11/2022;CARD PAYMENT;*** ******* ********** **** ***** ***** ** **********;-£2.00;+£53.98;
22/11/2022;CARD PAYMENT;*********** **** ***** ***** ** **********;-£2.00;+£55.98;
21/11/2022;CARD PAYMENT;**** ******* ** ** ***** *****   ** **********;-£2.50;+£57.98;
21/11/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£45.00;+£60.48;
21/11/2022;CARD PAYMENT;******** *** **** ***** ***** ** **********;-£12.00;+£15.48;
21/11/2022;CARD PAYMENT;* * *********** *** **** ***** ***** ** **********;-£2.99;+£27.48;
21/11/2022;CARD PAYMENT;* * *********** *** **** ***** ***** ** **********;-£2.10;+£30.47;
21/11/2022;CARD PAYMENT;**** ******* ** ******** ***********   ** **********;-£17.00;+£32.57;
21/11/2022;CARD PAYMENT;*** ****** **** * *** **** ***** ***** ** **********;-£1.20;+£49.57;
21/11/2022;CARD PAYMENT;********* ****** *** **** ***** ***** ** **********;-£9.62;+£50.77;
21/11/2022;CARD PAYMENT;****** ** ******* **** ***** ***** ** **********;-£3.00;+£60.39;
21/11/2022;CARD PAYMENT;**** ******* ** ****** **** ** *** ***   ** **********;-£2.50;+£63.39;
20/11/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£15.00;+£65.89;
19/11/2022;CARD PAYMENT;****** *** **** ***** ***** ** **********;-£2.15;+£50.89;
19/11/2022;CARD PAYMENT;**** ******* ** **************   ** **********;-£12.00;+£53.04;
19/11/2022;CARD PAYMENT;*** ******* ********** **** ***** ***** ** **********;-£4.00;+£65.04;
19/11/2022;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.49;+£69.04;
19/11/2022;CARD PAYMENT;********** ** ****** * **** ***** ***** ** **********;-£3.00;+£72.53;
18/11/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£1.85;+£75.53;
18/11/2022;CARD PAYMENT;******** ***** **** **** ***** ***** ** **********;-£4.00;+£77.38;
18/11/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£70.00;+£81.38;
18/11/2022;FAST PAYMENT;****** ******** ******* ************ **** * *******;+£2.00;+£11.38;

Arranged overdraft limit;18/12/2023;+£1800.00;
